user,activity,timestamp,x-axis,y-axis,z-axis
1,Walking,5059950000000.00,10.76,11.18,3.02
1,Walking,5060000000000.00,6.78,12.6,-0.84
1,Walking,5060050000000.00,2.6,19.08,-2.14
1,Walking,5060100000000.00,-4.37,18.09,-9.85
1,Walking,5060150000000.00,-2.26,6.09,2.22
1,Walking,5060200000000.00,2.45,1.8,-0.42
1,Walking,5060250000000.00,-2.3,1.88,-2.45
1,Walking,5060300000000.00,-7.55,2.45,-2.87
1,Walking,5060350000000.00,11.41,16.32,5.22
1,Walking,5060400000000.00,11.88,13.87,0.84
1,Walking,5060450000000.00,5.41,10.88,1.73
1,Walking,5060500000000.00,-4.1,13.02,-4.02
1,Walking,5060550000000.00,-3.21,9.34,-2.49
1,Walking,5060600000000.00,-0.89,11.26,-1.99
1,Walking,5060650000000.00,1.31,7.97,-1.42
1,Walking,5060700000000.00,2.37,6.4,-0.27
1,Walking,5060750000000.00,3.41,8.81,-1.69
1,Walking,5060800000000.00,4.21,11.07,-0.65
1,Walking,5060850000000.00,7.74,11.69,4.25
1,Walking,5060960000000.00,9.51,11.07,0.72
1,Walking,5060960000000.00,9.51,11.07,0.72
1,Walking,5061010000000.00,4.06,17.5,-0.38
1,Walking,5061060000000.00,-2.3,19.57,-8.69
1,Walking,5061110000000.00,-5.09,8.47,2.56
1,Walking,5061160000000.00,0.08,3.72,-1.33
1,Walking,5061220000000.00,0.99,1.76,-1.57
1,Walking,5061270000000.00,-6.7,2.64,-3.15
1,Walking,5061320000000.00,9.38,15.51,7.16
1,Walking,5061370000000.00,13.48,14.44,2.15
1,Walking,5061420000000.00,-1.08,9.53,7.67
1,Walking,5061470000000.00,-2.11,14.82,-6.05
1,Walking,5061520000000.00,-0.3,10,-3.95
1,Walking,5061570000000.00,1.65,10.34,-3.3
1,Walking,5061620000000.00,2.11,8.89,-1.5
1,Walking,5061670000000.00,1.57,6.32,0.04
1,Walking,5061720000000.00,2.37,7.67,-0.3
1,Walking,5061770000000.00,2.98,10.61,-1.14
1,Walking,5061820000000.00,6.85,10.08,3.64
1,Walking,5061870000000.00,7.44,12.26,1.69
1,Walking,5061920000000.00,10.57,12.41,1.8
1,Walking,5061970000000.00,6.63,11.75,0.72
1,Walking,5062020000000.00,1.65,19.04,-2.11
1,Walking,5062070000000.00,-3.57,18.12,-9.81
1,Walking,5062120000000.00,-1.31,7.5,3.72
1,Walking,5062170000000.00,3.53,3.11,-0.72
1,Walking,5062220000000.00,-2.07,2.53,-2.56
1,Walking,5062270000000.00,-7.65,2.64,-3.11
1,Walking,5062320000000.00,6.89,13.91,9.47
1,Walking,5062370000000.00,16.02,15.79,0.61
1,Walking,5062420000000.00,0.46,4.94,-0.61
1,Walking,5062470000000.00,0.8,18.62,-2.87
1,Walking,5062520000000.00,-3.34,9.3,-2.68
1,Walking,5062570000000.00,-1.33,9.38,-0.95
1,Walking,5062620000000.00,1.14,10.31,-1.95
1,Walking,5062670000000.00,2.79,6.82,-1.76
1,Walking,5062720000000.00,3.57,7.7,-1.14
1,Walking,5062770000000.00,3.79,10.92,-1.61
1,Walking,5062820000000.00,4.37,10,-0.76
1,Walking,5062870000000.00,8.69,11.22,7.5
1,Walking,5062920000000.00,9.15,11.56,2.64
1,Walking,5062970000000.00,7.25,11.96,-0.11
1,Walking,5063020000000.00,3.02,17.5,-0.38
1,Walking,5063070000000.00,-3.17,19.46,-8.35
1,Walking,5063120000000.00,-3.57,9.23,4.6
1,Walking,5063170000000.00,2.37,4.06,-0.89
1,Walking,5063220000000.00,-0.27,2.76,-1.8
1,Walking,5063270000000.00,-5.67,2.68,-2.6
1,Walking,5063320000000.00,1.04,12.41,10.92
1,Walking,5063370000000.00,17.73,17.69,-1.04
1,Walking,5063420000000.00,1.65,4.18,1.38
1,Walking,5063470000000.00,1.33,17.67,-1.92
1,Walking,5063520000000.00,-2.87,11.11,-3.36
1,Walking,5063570000000.00,-1.84,8.58,-0.23
1,Walking,5063620000000.00,0.5,10.31,-2.41
1,Walking,5063670000000.00,2.79,8.05,-1.95
1,Walking,5063720000000.00,3.57,7.4,-1.18
1,Walking,5063770000000.00,3.87,10.27,-1.53
1,Walking,5063820000000.00,4.82,9.92,2.37
1,Walking,5063870000000.00,6.13,10.31,0.04
1,Walking,5063920000000.00,5.63,12.98,2.41
1,Walking,5063970000000.00,9,12.22,2.3
1,Walking,5064020000000.00,2.83,14.41,-0.08
1,Walking,5064070000000.00,-1.12,19.5,-4.52
1,Walking,5064120000000.00,-4.63,12.37,0.84
1,Walking,5064170000000.00,0.38,6.09,-1.73
1,Walking,5064220000000.00,1.92,2.87,-1.18
1,Walking,5064270000000.00,-3.91,3.3,-2.6
1,Walking,5064320000000.00,-5.79,6.13,6.66
1,Walking,5064370000000.00,19.27,17.77,-3.15
1,Walking,5064420000000.00,5.05,5.94,2.41
1,Walking,5064470000000.00,-3.57,13.14,1.57
1,Walking,5064520000000.00,-1.33,16.59,-4.79
1,Walking,5064570000000.00,-0.72,5.43,-1.76
1,Walking,5064620000000.00,-0.53,9,-1.99
1,Walking,5064670000000.00,1.42,9.04,-2.96
1,Walking,5064720000000.00,2.03,6.66,-1.18
1,Walking,5064770000000.00,3.21,10.15,-1.27
1,Walking,5064820000000.00,5.79,10.99,3.95
1,Walking,5064870000000.00,5.52,9.62,-0.61
1,Walking,5064920000000.00,6.44,10.92,2.87
1,Walking,5064970000000.00,9.81,12.22,3.41
1,Walking,5065020000000.00,6.05,14.02,-0.57
1,Walking,5065070000000.00,0.53,19.5,-4.37
1,Walking,5065120000000.00,-3.64,15.7,-9
1,Walking,5065170000000.00,0.34,5.33,4.29
1,Walking,5065220000000.00,1.57,3.3,-0.69
1,Walking,5065270000000.00,-2.75,2.83,-3.02
1,Walking,5065320000000.00,-7.7,3.91,-0.72
1,Walking,5065370000000.00,13.02,17.97,6.4
1,Walking,5065420000000.00,12.64,12.45,1.69
1,Walking,5065470000000.00,7.5,12.41,1.8
1,Walking,5065520000000.00,-5.18,12.41,-3.11
1,Walking,5065570000000.00,-4.82,9.3,-2.45
1,Walking,5065620000000.00,-1.65,10,-1.5
1,Walking,5065670000000.00,1.73,9.47,-2.14
1,Walking,5065720000000.00,3.49,7.97,-1.14
1,Walking,5065770000000.00,4.44,8.85,-1.08
1,Walking,5065820000000.00,3.99,10.61,-1.38
1,Walking,5065870000000.00,5.86,9.66,4.21
1,Walking,5065920000000.00,4.56,10.76,1.8
1,Walking,5065990000000.00,6.82,12.68,1.14
1,Walking,5066040000000.00,6.09,10.99,-0.11
1,Walking,5066090000000.00,1.5,18.81,-1.99
1,Walking,5066140000000.00,-3.79,17.86,-8.62
1,Walking,5066190000000.00,-0.61,6.74,3.06
1,Walking,5066240000000.00,1.31,3.15,-0.04
1,Walking,5066290000000.00,-1.95,3.21,-2.49
1,Walking,5066340000000.00,-6.59,3.87,-2.72
1,Walking,5066390000000.00,8.08,14.86,7.4
1,Walking,5066440000000.00,15.75,14.67,0.93
1,Walking,5066490000000.00,0.04,7.4,4.9
1,Walking,5066540000000.00,0.23,16.4,-4.21
1,Walking,5066590000000.00,-1.18,9.19,-3.68
1,Walking,5066640000000.00,-0.69,9.19,-1.27
1,Walking,5066690000000.00,1.23,9.81,-2.34
1,Walking,5066740000000.00,1.57,7.12,-1.53
1,Walking,5066790000000.00,3.02,8.47,-0.99
1,Walking,5066840000000.00,3.26,9.66,-1.33
1,Walking,5066890000000.00,3.79,9.72,-0.65
1,Walking,5066940000000.00,7.46,11.45,5.48
1,Walking,5066990000000.00,7.97,12.45,0.72
1,Walking,5067040000000.00,10.53,12.95,2.49
1,Walking,5067090000000.00,3.41,15.24,-0.11
1,Walking,5067140000000.00,-1.8,19.57,-5.24
1,Walking,5067190000000.00,-4.37,11.11,-0.19
1,Walking,5067240000000.00,0.76,5.37,-1.61
1,Walking,5067290000000.00,1.42,2.15,-1.04
1,Walking,5067340000000.00,-4.06,2.96,-3.15
1,Walking,5067390000000.00,-4.18,7.12,7.01
1,Walking,5067440000000.00,19.53,17.69,-2.96
1,Walking,5067490000000.00,5.18,6.28,4.14
1,Walking,5067540000000.00,-0.27,19.19,-0.15
1,Walking,5067590000000.00,-2.53,8.73,-4.94
1,Walking,5067640000000.00,-1.33,10.04,-2.49
1,Walking,5067690000000.00,0.57,10.23,-1.88
1,Walking,5067740000000.00,1.54,7.21,-1.8
1,Walking,5067790000000.00,2.45,7.44,-0.3
1,Walking,5067840000000.00,3.11,10.12,-1.53
1,Walking,5067890000000.00,4.02,10.5,-0.69
1,Walking,5067940000000.00,9,10.92,6.4
1,Walking,5067990000000.00,7.63,11.75,0.23
1,Walking,5068040000000.00,11.37,12.11,2.98
1,Walking,5068090000000.00,4.25,14.25,-0.23
1,Walking,5068140000000.00,-0.5,19.57,-4.99
1,Walking,5068190000000.00,-4.99,13.14,-1.88
1,Walking,5068240000000.00,0.19,5.41,-0.3
1,Walking,5068290000000.00,1.54,2.45,-0.42
1,Walking,5068340000000.00,-2.96,3.34,-2.79
1,Walking,5068390000000.00,-7.78,4.33,-2.07
1,Walking,5068440000000.00,15.4,17.92,3.26
1,Walking,5068490000000.00,11.18,11.5,2.07
1,Walking,5068540000000.00,3.38,13.33,3.72
1,Walking,5068590000000.00,-3.83,12.98,-4.59
1,Walking,5068640000000.00,-2.03,9.47,-1.88
1,Walking,5068690000000.00,-0.61,10.65,-1.57
1,Walking,5068740000000.00,1.57,7.78,-2.07
1,Walking,5068790000000.00,2.68,7.08,-0.57
1,Walking,5068840000000.00,3.3,9.11,-1.38
1,Walking,5068890000000.00,3.6,10.38,-1.14
1,Walking,5068940000000.00,6.09,11.26,0.19
1,Walking,5068990000000.00,7.35,12.26,4.29
1,Walking,5069040000000.00,10.8,11.54,2.03
1,Walking,5069090000000.00,4.82,12.45,0.34
1,Walking,5069140000000.00,1.14,19.42,-2.98
1,Walking,5069190000000.00,-4.14,16.93,-8.88
1,Walking,5069240000000.00,0.04,5.52,2.91
1,Walking,5069290000000.00,1.5,2.98,-0.57
1,Walking,5069340000000.00,-2.98,2.64,-3.21
1,Walking,5069390000000.00,-8.62,3.87,-0.11
1,Walking,5069440000000.00,15.02,17.67,2.64
1,Walking,5069490000000.00,11.54,11.88,1.31
1,Walking,5069540000000.00,4.63,14.41,5.6
1,Walking,5069590000000.00,-4.33,11.37,-4.94
1,Walking,5069640000000.00,-3.3,10.34,-2.91
1,Walking,5069690000000.00,-1.08,10.23,-2.75
1,Walking,5069740000000.00,1.42,8.24,-1.65
1,Walking,5069790000000.00,3.06,7.78,-0.15
1,Walking,5069840000000.00,3.79,9.04,-0.8
1,Walking,5069890000000.00,3.95,10.38,-0.89
1,Walking,5069940000000.00,6.7,9.89,2.96
1,Walking,5069990000000.00,5.22,11.45,0.34
1,Walking,5070040000000.00,8.24,12.53,0.95
1,Walking,5070090000000.00,7.93,10.57,2.53
1,Walking,5070140000000.00,2.45,16.86,-0.15
1,Walking,5070190000000.00,-2.3,19.5,-7.59
1,Walking,5070240000000.00,-2.75,9.04,0.84
1,Walking,5070290000000.00,2.18,4.33,-0.91
1,Walking,5070340000000.00,-0.19,2.68,-0.95
1,Walking,5070390000000.00,-4.33,3.34,-3.49
1,Walking,5070440000000.00,-4.59,10.04,8.58
1,Walking,5070490000000.00,19.19,18.58,-4.59
1,Walking,5070540000000.00,2.26,6.05,2.68
1,Walking,5070590000000.00,1.33,17.05,-3.17
1,Walking,5070640000000.00,-2.87,9.28,-5.37
1,Walking,5070690000000.00,-1.92,11.69,-1.53
1,Walking,5070740000000.00,0.5,9.28,-1.95
1,Walking,5070790000000.00,1.92,6.78,-0.89
1,Walking,5070840000000.00,2.45,7.97,-0.76
1,Walking,5070890000000.00,1.95,9.89,-0.15
1,Walking,5070940000000.00,4.9,9.3,0
1,Walking,5070990000000.00,6.44,11.84,-1.76
1,Walking,5071040000000.00,10.99,11.96,4.06
1,Walking,5071090000000.00,8.66,11.75,1.57
1,Walking,5071140000000.00,3.76,17.35,-0.91
1,Walking,5071190000000.00,-2.6,19.5,-5.28
1,Walking,5071240000000.00,-5.9,9.3,1.14
1,Walking,5071290000000.00,1.5,4.82,-1.38
1,Walking,5071340000000.00,1.8,3.06,-1.23
1,Walking,5071390000000.00,-4.1,2.79,-3.11
1,Walking,5071440000000.00,-4.37,7.59,5.52
1,Walking,5071490000000.00,19.46,18.89,-0.91
1,Walking,5071540000000.00,3.76,6.21,4.48
1,Walking,5071590000000.00,0.76,16.86,-2.87
1,Walking,5071640000000.00,-1.5,10.15,-3.79
1,Walking,5071690000000.00,-0.42,10.46,-1.5
1,Walking,5071740000000.00,-0.23,10.23,-2.26
1,Walking,5071790000000.00,1.73,7.55,-1.69
1,Walking,5071840000000.00,2.45,6.44,-0.65
1,Walking,5071890000000.00,3.76,9.62,-1.92
1,Walking,5071940000000.00,4.75,11.75,-0.84
1,Walking,5071990000000.00,7.74,9.89,5.79
1,Walking,5072040000000.00,6.7,11.75,-1.27
1,Walking,5072090000000.00,10.38,11.8,3.87
1,Walking,5072140000000.00,4.21,12.91,0.89
1,Walking,5072190000000.00,0.53,19.53,-2.98
1,Walking,5072240000000.00,-4.9,14.98,-3.87
1,Walking,5072290000000.00,-0.27,6.7,0.27
1,Walking,5072340000000.00,2.53,3.11,-0.38
1,Walking,5072390000000.00,-2.03,3.95,-3.06
1,Walking,5072440000000.00,-6.82,4.06,-3.15
1,Walking,5072490000000.00,10.27,16.13,8.66
1,Walking,5072540000000.00,14.9,13.59,3.17
1,Walking,5072590000000.00,-0.46,7.46,-0.8
1,Walking,5072640000000.00,0.08,17.47,-1.84
1,Walking,5072690000000.00,-2.79,9.23,-2.3
1,Walking,5072740000000.00,-0.72,9.7,-1.5
1,Walking,5072790000000.00,1.84,10.19,-2.75
1,Walking,5072840000000.00,3.34,7.67,-1.12
1,Walking,5072890000000.00,3.87,7.74,-0.91
1,Walking,5072940000000.00,3.79,10.42,-0.99
1,Walking,5072990000000.00,3.76,9.15,1.65
1,Walking,5073040000000.00,5.28,10,-0.46
1,Walking,5073090000000.00,6.63,12.72,1.14
1,Walking,5073140000000.00,9.72,12.03,4.25
1,Walking,5073190000000.00,3.91,12.18,-0.15
1,Walking,5073240000000.00,0.95,19.31,-3.06
1,Walking,5073290000000.00,-3.21,15.13,-3.21
1,Walking,5073340000000.00,-0.08,7.5,-0.34
1,Walking,5073390000000.00,1.95,2.45,-0.34
1,Walking,5073440000000.00,-2.07,3.06,-2.45
1,Walking,5073500000000.00,-7.27,4.02,-3.17
1,Walking,5073500000000.00,-7.27,4.02,-3.17
1,Walking,5073550000000.00,15.7,17.47,2.37
1,Walking,5073600000000.00,11.26,10.73,2.96
1,Walking,5073650000000.00,-1.42,14.18,1.61
1,Walking,5073700000000.00,-5.01,11.18,-4.99
1,Walking,5073750000000.00,-3.21,11.84,-0.72
1,Walking,5073800000000.00,0.34,9.11,-2.72
1,Walking,5073850000000.00,2.96,8.31,-1.92
1,Walking,5073900000000.00,4.14,7.78,-0.46
1,Walking,5073950000000.00,3.49,9.15,-0.95
1,Walking,5074000000000.00,1.73,9.53,1.84
1,Walking,5074050000000.00,6.74,11.35,-0.23
1,Walking,5074100000000.00,7.12,12.72,1.69
1,Walking,5074150000000.00,10.73,12.64,2.22
1,Walking,5074200000000.00,4.52,12.95,0
1,Walking,5074250000000.00,0.53,19.38,-2.98
1,Walking,5074300000000.00,-4.99,14.94,-5.98
1,Walking,5074350000000.00,-2.03,5.98,0.61
1,Walking,5074400000000.00,2.53,2.03,-1.14
1,Walking,5074450000000.00,-2.11,4.02,-1.88
1,Walking,5074500000000.00,-7.97,5.18,-1.69
1,Walking,5074550000000.00,14.94,17.24,4.4
1,Walking,5074600000000.00,9.19,11.99,4.71
1,Walking,5074650000000.00,-2.07,8.66,-3.87
1,Walking,5074700000000.00,-2.49,14.6,-2.68
1,Walking,5074750000000.00,-0.38,11.96,-2.37
1,Walking,5074800000000.00,1.04,8.39,-0.5
1,Walking,5074850000000.00,2.11,8.16,-1.27
1,Walking,5074900000000.00,3.45,7.63,-1.31
1,Walking,5074950000000.00,2.83,7.08,-1.69
1,Walking,5075000000000.00,2.96,10.76,-0.95
1,Walking,5075050000000.00,6.59,11.56,5.75
1,Walking,5075100000000.00,7.08,11.92,1.8
1,Walking,5075150000000.00,12.37,14.14,2.41
1,Walking,5075200000000.00,4.21,17.47,0.46
1,Walking,5075250000000.00,-1.18,19.57,-7.12
1,Walking,5075300000000.00,-7.31,10.99,2.11
1,Walking,5075350000000.00,-2.11,3.99,-3.17
1,Walking,5075400000000.00,2.87,-0.69,-1.31
1,Walking,5075450000000.00,-4.52,2.18,-3.17
1,Walking,5075500000000.00,0.84,10,10.23
1,Walking,5075550000000.00,17.39,18.47,-2.18
1,Walking,5075600000000.00,-2.26,5.13,3.38
1,Walking,5075650000000.00,0.53,18.85,-6.4
1,Walking,5075700000000.00,-0.89,7.16,-5.52
1,Walking,5075750000000.00,1.04,10.65,-1.84
1,Walking,5075800000000.00,1.5,6.66,-0.42
1,Walking,5075860000000.00,1.65,6.66,-0.42
1,Walking,5075930000000.00,1.88,7.5,-1.33
1,Walking,5075980000000.00,3.91,11.26,-0.72
1,Walking,5076030000000.00,7.93,11.88,5.71
1,Walking,5076080000000.00,8.73,12.15,1.99
1,Walking,5076130000000.00,12.45,11.56,2.96
1,Walking,5076180000000.00,4.63,17.31,-1.18
1,Walking,5076230000000.00,-1.5,19.57,-8.62
1,Walking,5076280000000.00,-7.46,10.88,3.17
1,Walking,5076330000000.00,-0.95,3.34,-2.11
1,Walking,5076380000000.00,2.18,0.11,-1.04
1,Walking,5076430000000.00,-5.9,1.92,-2.07
1,Walking,5076480000000.00,1.04,9.89,10.23
1,Walking,5076530000000.00,17.43,18.7,-1.38
1,Walking,5076580000000.00,-2.22,11.22,4.67
1,Walking,5076630000000.00,-2.34,11.75,-6.02
1,Walking,5076680000000.00,-3.83,12.18,-4.82
1,Walking,5076730000000.00,0.65,11.41,-2.98
1,Walking,5076780000000.00,1.33,8.2,-1.61
1,Walking,5076830000000.00,2.41,5.37,-0.27
1,Walking,5076880000000.00,2.83,7.59,-0.84
1,Walking,5076930000000.00,4.25,11.75,-1.73
1,Walking,5076980000000.00,8.2,12.57,8.12
1,Walking,5077030000000.00,4.71,11.69,-0.11
1,Walking,5077080000000.00,12.6,12.91,2.34
1,Walking,5077130000000.00,6.93,13.59,1.27
1,Walking,5077180000000.00,0.46,19.5,-4.02
1,Walking,5077230000000.00,-5.9,16.74,-8.12
1,Walking,5077280000000.00,-3.21,5.56,1.92
1,Walking,5077330000000.00,2.79,1.8,-1.08
1,Walking,5077380000000.00,-2.72,1.69,-2.41
1,Walking,5077430000000.00,-8.5,3.38,-0.04
1,Walking,5077480000000.00,16.04,18.96,3.06
1,Walking,5077530000000.00,8.69,10.73,0.76
1,Walking,5077580000000.00,2.56,11.96,1.18
1,Walking,5077630000000.00,-4.48,14.06,-4.52
1,Walking,5077680000000.00,-3.83,10.95,-1.04
1,Walking,5077730000000.00,-0.46,10.08,-0.99
1,Walking,5077780000000.00,2.03,7.4,-1.38
1,Walking,5077830000000.00,3.41,6.74,-1.38
1,Walking,5077880000000.00,3.64,7.97,-1.57
1,Walking,5077930000000.00,4.06,11.22,-1.14
1,Walking,5077980000000.00,5.63,11.6,5.63
1,Walking,5078030000000.00,7.46,11.69,0.69
1,Walking,5078080000000.00,10.76,12.41,2.53
1,Walking,5078130000000.00,3.99,15.32,0.5
1,Walking,5078180000000.00,-0.38,19.53,-4.29
1,Walking,5078230000000.00,-5.82,13.99,-1.46
1,Walking,5078280000000.00,-1.5,4.75,-1.33
1,Walking,5078330000000.00,2.56,1.33,-0.89
1,Walking,5078380000000.00,-3.41,3.26,-3.11
1,Walking,5078430000000.00,-9,5.41,0.42
1,Walking,5078480000000.00,18.05,18.28,1.92
1,Walking,5078530000000.00,7.74,9.3,2.79
1,Walking,5078580000000.00,-1.33,12.57,3.17
1,Walking,5078630000000.00,-0.89,15.55,-6.13
1,Walking,5078680000000.00,-0.5,7.46,-2.64
1,Walking,5078730000000.00,-0.61,11.26,-2.37
1,Walking,5078780000000.00,1.18,8.31,-1.27
1,Walking,5078830000000.00,2.18,6.63,-0.91
1,Walking,5078880000000.00,3.76,8.89,-1.65
1,Walking,5078930000000.00,3.87,10.84,-1.14
1,Walking,5078980000000.00,7.31,9.81,4.75
1,Walking,5079030000000.00,8.73,11.96,2.15
1,Walking,5079080000000.00,10.23,11.6,3.15
1,Walking,5079130000000.00,4.37,13.99,-1.18
1,Walking,5079180000000.00,0.99,19.38,-3.68
1,Walking,5079230000000.00,-4.56,15.94,-6.02
1,Walking,5079280000000.00,-1.88,5.67,2.41
1,Walking,5079330000000.00,3.53,3.3,-0.5
1,Walking,5079380000000.00,-2.64,3.87,-1.57
1,Walking,5079430000000.00,-8.08,3.53,-2.98
1,Walking,5079480000000.00,14.25,16.28,5.98
1,Walking,5079530000000.00,13.4,13.29,3.41
1,Walking,5079580000000.00,2.49,15.13,1.46
1,Walking,5079630000000.00,-5.24,9.58,-4.67
1,Walking,5079680000000.00,-4.14,11.3,-1.08
1,Walking,5079730000000.00,-0.69,11.73,-2.72
1,Walking,5079780000000.00,1.5,7.86,-1.69
1,Walking,5079830000000.00,3.79,8.12,-0.76
1,Walking,5079880000000.00,4.37,9.66,-1.38
1,Walking,5079930000000.00,3.57,9.47,-0.04
1,Walking,5079980000000.00,5.63,9,2.37
1,Walking,5080030000000.00,5.13,11.07,0.08
1,Walking,5080080000000.00,9.7,12.79,1.54
1,Walking,5080130000000.00,5.09,10.95,3.72
1,Walking,5080180000000.00,2.96,17.43,-0.95
1,Walking,5080230000000.00,-2.68,19.15,-5.9
1,Walking,5080280000000.00,-3.68,9.43,1.57
1,Walking,5080330000000.00,2.68,2.45,-0.69
1,Walking,5080380000000.00,-0.42,2.83,-1.31
1,Walking,5080430000000.00,-4.79,3.41,-3.41
1,Walking,5080480000000.00,-3.17,9,8.12
1,Walking,5080530000000.00,19.38,19,-2.03
1,Walking,5080580000000.00,2.45,9.3,3.49
1,Walking,5080630000000.00,-2.03,14.6,-3.72
1,Walking,5080680000000.00,-5.28,12.11,-4.48
1,Walking,5080730000000.00,-1.95,9.89,-2.41
1,Walking,5080780000000.00,0.15,9.11,-2.22
1,Walking,5080830000000.00,2.22,7.93,-1.69
1,Walking,5080880000000.00,3.38,8.31,-1.57
1,Walking,5080880000000.00,3.38,8.31,-1.57
1,Walking,5080950000000.00,4.6,9.51,-2.07
1,Walking,5081000000000.00,6.4,11.73,-0.84
1,Walking,5081050000000.00,5.48,10.92,3.95
1,Walking,5081100000000.00,10.8,12.45,2.56
1,Walking,5081150000000.00,4.48,12.49,1.04
1,Walking,5081200000000.00,3.68,17.97,-0.61
1,Walking,5081250000000.00,-3.21,19.42,-6.28
1,Walking,5081300000000.00,-7.21,9.15,2.96
1,Walking,5081350000000.00,1.27,3.6,-1.42
1,Walking,5081400000000.00,1.8,2.53,-1.69
1,Walking,5081450000000.00,-5.43,4.25,-3.17
1,Walking,5081500000000.00,-3.02,8.96,10.04
1,Walking,5081550000000.00,18.66,18.77,-2.83
1,Walking,5081600000000.00,5.28,11.22,3.45
1,Walking,5081650000000.00,-3.6,10.15,-1.88
1,Walking,5081700000000.00,-4.86,11.22,-2.98
1,Walking,5081750000000.00,-1.12,12.22,-2.79
1,Walking,5081800000000.00,0.72,8.47,-1.53
1,Walking,5081850000000.00,2.91,7.46,-1.12
1,Walking,5081900000000.00,4.9,8.66,-1.33
1,Walking,5081950000000.00,4.6,9.23,-2.11
1,Walking,5082000000000.00,3.45,10.23,-0.08
1,Walking,5082050000000.00,5.09,11.07,2.41
1,Walking,5082100000000.00,7.63,12.26,2.11
1,Walking,5082150000000.00,10.38,13.02,1.99
1,Walking,5082200000000.00,2.56,13.76,1.08
1,Walking,5082250000000.00,0.19,19.34,-2.37
1,Walking,5082300000000.00,-8.16,15.85,1.5
1,Walking,5082350000000.00,-2.49,7.4,-3.53
1,Walking,5082400000000.00,4.44,1.33,-0.53
1,Walking,5082450000000.00,-2.07,3.45,-1.42
1,Walking,5082500000000.00,-7.82,3.02,-2.49
1,Walking,5082550000000.00,12.57,16.36,7.27
1,Walking,5082600000000.00,11.54,12.79,8.35
1,Walking,5082650000000.00,-1.46,10.92,-3.02
1,Walking,5082700000000.00,-3.68,14.33,-3.91
1,Walking,5082750000000.00,-4.14,13.33,-3.02
1,Walking,5082800000000.00,-0.38,9.19,-2.45
1,Walking,5082850000000.00,1.04,9.04,-1.95
1,Walking,5082900000000.00,3.17,7.89,-0.65
1,Walking,5082950000000.00,4.21,7.4,-1.76
1,Walking,5083000000000.00,4.99,9.38,-1.88
1,Walking,5083050000000.00,7.4,12.22,2.22
1,Walking,5083100000000.00,7.12,11.96,6.05
1,Walking,5083150000000.00,10.73,11.88,3.02
1,Walking,5083200000000.00,5.43,11.96,-0.15
1,Walking,5083250000000.00,4.37,18.58,-0.95
1,Walking,5083320000000.00,-3.72,19.42,-8.16
1,Walking,5083370000000.00,-4.33,4.86,-0.91
1,Walking,5083420000000.00,3.38,0.69,-0.61
1,Walking,5083470000000.00,-2.96,3.3,-3.21
1,Walking,5083520000000.00,-9.3,3.49,2.41
1,Walking,5083570000000.00,18.47,18.24,-1.92
1,Walking,5083620000000.00,5.63,9.38,1.27
1,Walking,5083670000000.00,0.8,15.98,3.21
1,Walking,5083720000000.00,-2.68,12.03,-5.9
1,Walking,5083770000000.00,-2.11,11.5,-2.34
1,Walking,5083820000000.00,-0.34,8.69,-1.84
1,Walking,5083870000000.00,1.12,6.82,-1.5
1,Walking,5083920000000.00,2.18,6.82,-0.27
1,Walking,5083970000000.00,3.6,9.92,-1.84
1,Walking,5084020000000.00,6.02,11.11,1.73
1,Walking,5084070000000.00,5.41,11.3,1.04
1,Walking,5084120000000.00,7.44,11.35,-0.27
1,Walking,5084170000000.00,11.69,12.76,3.64
1,Walking,5084220000000.00,3.57,16.7,0.34
1,Walking,5084270000000.00,-2.07,19.57,-8.05
1,Walking,5084320000000.00,-6.63,11.45,1.84
1,Walking,5084370000000.00,-0.3,4.4,-1.31
1,Walking,5084420000000.00,2.26,1.33,-0.91
1,Walking,5084470000000.00,-3.17,2.96,-2.75
1,Walking,5084520000000.00,-8.27,6.78,3.15
1,Walking,5084570000000.00,19.34,19.27,-1.65
1,Walking,5084620000000.00,5.24,6.44,1.57
1,Walking,5084670000000.00,1.27,13.14,-1.27
1,Walking,5084720000000.00,-2.45,14.41,-4.18
1,Walking,5084770000000.00,-3.3,10.69,-1.18
1,Walking,5084820000000.00,-1.53,9.96,-0.65
1,Walking,5084870000000.00,1.54,8.58,-1.61
1,Walking,5084920000000.00,2.96,7.44,-1.57
1,Walking,5084970000000.00,3.57,7.59,-1.42
1,Walking,5085020000000.00,4.14,10.84,-1.88
1,Walking,5085070000000.00,6.74,11.11,1.8
1,Walking,5085120000000.00,7.46,11.5,4.82
1,Walking,5085170000000.00,10.65,12.64,0.42
1,Walking,5085220000000.00,2.98,14.37,1.69
1,Walking,5085270000000.00,0.93,19.42,-2.3
1,Walking,5085320000000.00,-7.12,16.25,-3.68
1,Walking,5085370000000.00,-2.83,5.83,-0.15
1,Walking,5085420000000.00,3.26,1.33,-0.65
1,Walking,5085470000000.00,-2.3,2.53,-3.3
1,Walking,5085520000000.00,-7.44,3.21,-2.96
1,Walking,5085570000000.00,11.65,17.16,6.09
1,Walking,5085620000000.00,12.11,13.99,3.6
1,Walking,5085670000000.00,1.84,10.42,1.61
1,Walking,5085720000000.00,-2.56,11.99,-4.79
1,Walking,5085770000000.00,-1.65,11.96,-2.45
1,Walking,5085820000000.00,-0.65,9.72,-0.61
